event id,event name,event agency,event type,event borough,event location,event street side,street closure type,community board,police precinct,start_date,start_time,end_date,end_time
700930.0,whitestone memorial day parade,Police Department,Parade,Queens,"149 STREET between 15 DRIVE and 16 ROAD,  149 STREET between 15 DRIVE and 12 AVENUE,  12 AVENUE between 149 STREET and 150 STREET,  150 STREET between 12 AVENUE and 16 ROAD,  16 ROAD between 150 STREET and 149 STREET,  149 STREET between 15 DRIVE and 16 ROAD",Both,Full Street Closure,"7,","109,",2023-05-29,12:00:00,2023-05-29,14:00:00
515015.0,central park dance skaters association,Parks Department,Special Event,Manhattan,Central Park: Dead Road North ,,,"64, ","22, ",2021-07-31,14:45:00,2021-07-31,18:45:00
815333.0,nature puppet show,Parks Department,Special Event,Bronx,Crotona Park: Crotona Park,,,"3,","42,",2024-11-02,13:00:00,2024-11-02,15:00:00
563791.0,city parks track and field - pelham bay,Parks Department,Special Event,Bronx,Pelham Bay Park: Track-01 ,,,"28, ","45, ",2021-08-18,09:00:00,2021-08-18,12:00:00
738674.0,tanabata star gazing,Parks Department,Special Event,Manhattan,Riverside Park: Lawn-116th Street-RSP,,,"9,","26,",2024-07-06,19:00:00,2024-07-06,23:00:00
679745.0,bric celebrate brooklyn - free shows,Parks Department,Special Event,Brooklyn,Prospect Park: Bandshell,,,"55,","78,",2023-08-22,11:00:00,2023-08-22,22:00:00
757170.0,the go off,Parks Department,Special Event,Staten Island,Tappen Park: Tappen Park - Whole Park,,,"1,","120,",2024-07-14,15:00:00,2024-07-14,20:00:00
779164.0,1199employmnet center recruitment event,Parks Department,Special Event,Staten Island,Franklin D Roosevelt Boardwalk and Beach: Fishing Pier Gazebos (SouthEnd),,,"95,","122,",2024-09-05,10:00:00,2024-09-05,15:00:00
625266.0,miscellaneous,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: Orchard Beach - Cement/Rink Area,,,"28,","45,",2022-08-01,10:00:00,2022-08-01,15:00:00
627190.0,miscellaneous,Parks Department,Special Event,Brooklyn,Robert Venable Park: Playground,,,"5,","75,",2022-06-06,09:00:00,2022-06-06,14:00:00
735243.0,outdoor movie screening,Parks Department,Special Event,Manhattan,Inwood Hill Park: Dyckman Point,,,"12,","34,",2023-09-15,20:00:00,2023-09-15,21:00:00
795673.0,bensonhurst park summer concert,Parks Department,Special Event,Brooklyn,Bensonhurst Park: Central Lawn,,,"11,","62,",2024-07-27,15:00:00,2024-07-27,18:00:00
648972.0,miscellaneous,Parks Department,Special Event,Manhattan,Central Park: Mineral Springs,,,"64,","22,",2022-07-28,15:00:00,2022-07-28,19:00:00
628708.0,miscellaneous,Parks Department,Special Event,Manhattan,James J Walker Park: Soccer-01,,,"02,","6,",2022-08-25,10:00:00,2022-08-25,14:00:00
680820.0,sss cpe97c fall 23 nov,Parks Department,Special Event,Manhattan,Central Park: East Meadow Clay Area,,,"64,","22,",2023-11-30,13:30:00,2023-11-30,17:30:00
619975.0,miscellaneous,Parks Department,Special Event,Manhattan,Luther Gulick Playground: Sitting Area,,,"3,","7,",2022-07-28,09:30:00,2022-07-28,12:30:00
738460.0,dancing in the park,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,,"14,","100,",2024-07-27,15:00:00,2024-07-27,21:00:00
813369.0,stt ps 22 fe at latourette park,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field,,,"2,","122,",2024-10-24,10:00:00,2024-10-24,13:00:00
600983.0,lady capulet,Parks Department,Special Event,Manhattan,Central Park: Summit Rock,,,"64,","22,",2021-10-21,14:00:00,2021-10-21,16:00:00
773908.0,yoga saturdays,Parks Department,Special Event,Manhattan,Bella Abzug Park : Block 2 (between 34th street & 35th street),,,"4,","10,",2024-10-26,10:30:00,2024-10-26,11:15:00
758221.0,it's my park monday - boathouse,Parks Department,Special Event,Brooklyn,Prospect Park: Audubon Center w/ BH,,,"55,","78,",2024-10-07,10:00:00,2024-10-07,12:00:00
550917.0,miscellaneous,Parks Department,Special Event,Brooklyn,Red Hook Recreation Area: Soccer-06 ,,,"06, ","76, ",2021-09-03,09:00:00,2021-09-03,15:00:00
611896.0,touch worldwide - adm investor day,Street Activity Permit Office,Production Event,Manhattan,"EAST   38 STREET between 5 AVENUE and MADISON AVENUE,  EAST   37 STREET between 5 AVENUE and MADISON AVENUE",South,Curb Lane Only,"5,","14,",2021-12-10,15:00:00,2021-12-10,15:30:00
806936.0,paramount domino park,Street Activity Permit Office,Production Event,Brooklyn,"SOUTH    2 STREET between KENT AVENUE and WYTHE AVENUE,  SOUTH    4 STREET between KENT AVENUE and WYTHE AVENUE",North,Curb Lane Only,"1,","90,",2024-09-07,07:00:00,2024-09-09,07:00:00
686780.0,miscellaneous,Parks Department,Special Event,Brooklyn,Marine Park: Lawn (Fillmore Avenue),,,"18,","63,",2023-08-24,10:00:00,2023-08-24,15:00:00
567198.0,american symphony orchestra pop-up,Parks Department,Special Event,Manhattan,Bryant Park: Fountain Terrace ,,,"5, ","14, ",2021-05-18,17:30:00,2021-05-18,18:30:00
702108.0,august 2023 adoption drive--every saturday in august,Parks Department,Special Event,Manhattan,Union Square Park: Southwest Corner,,,"5,","13,",2023-08-26,11:00:00,2023-08-26,19:00:00
814968.0,guru nanaks prakash,Police Department,Parade,Queens,"101 AVENUE between 113 STREET and 114 STREET,  114 STREET between 101 AVENUE and 103 AVENUE,  114 STREET between 101 AVENUE and 103 AVENUE,  101 AVENUE between 114 STREET and 111 STREET,  111 STREET between 101 AVENUE and LIBERTY AVENUE,  LIBERTY AVENUE between 111 STREET and 123 STREET,  123 STREET between LIBERTY AVENUE and ATLANTIC AVENUE,  ATLANTIC AVENUE between 123 STREET and 118 STREET,  118 STREET between ATLANTIC AVENUE and 101 AVENUE,  101 AVENUE between 118 STREET and 114 STREET",Both,Full Street Closure,"10, 9,","102, 106,",2024-11-09,12:00:00,2024-11-09,19:00:00
745392.0,annual back to school event w/ d.j. performance,Parks Department,Special Event,Brooklyn,Herbert Von King Park: Amphitheater,,,"3,","79,",2024-08-25,15:00:00,2024-08-25,19:00:00
699521.0,miscellaneous,Parks Department,Special Event,Manhattan,Central Park: East 106th St Lawn,,,"64,","22,",2023-07-31,09:00:00,2023-07-31,12:00:00
775387.0,nyc carpenters charity softball,Parks Department,Special Event,Queens,"Cunningham Park: Cunningham Park   ,Cunningham Park: Softball-08 ,Cunningham Park: Softball-09 ,Cunningham Park: Softball-13 ,Cunningham Park: Softball-12 ,Cunningham Park: Baseball-14 ,Cunningham Park: Softball-16 ,Cunningham Park: Softball-17 ,Cunningham Park: Softball-15",,,"08, 11,","107,",2024-09-21,10:00:00,2024-09-21,17:00:00
713869.0,not so grimm central park - working title,Parks Department,Special Event,Manhattan,Central Park: Bandshell Plaza,,,"64,","22,",2023-09-18,15:30:00,2023-09-18,19:00:00
632199.0,shakespeare play,Parks Department,Special Event,Brooklyn,Carroll Park: Park House Plaza,,,"6,","76,",2022-06-11,18:00:00,2022-06-11,22:00:00
546248.0,miscellaneous,Parks Department,Special Event,Manhattan,Baruch Playground: Softball-01 ,,,"03, ","7, ",2021-06-23,08:00:00,2021-06-23,12:00:00
648950.0,miscellaneous,Parks Department,Special Event,Brooklyn,"Pena Herrera Park (PS 1): Basketball-01 ,Pena Herrera Park (PS 1): Playground 46th St",,,"07, 7,","72,",2022-08-19,09:00:00,2022-08-19,18:00:00
706288.0,miscellaneous,Parks Department,Special Event,Manhattan,"East River Park: Softball-07 ,East River Park: Softball-08",,,"03,","9,",2023-05-11,09:00:00,2023-05-11,15:00:00
673846.0,big apple circus,Parks Department,Special Event,Manhattan,"Damrosch Park: Bandshell ,Damrosch Park: Tent Area",,,"7,","20,",2023-01-11,00:00:00,2023-01-11,23:59:00
636938.0,miscellaneous,Parks Department,Special Event,Brooklyn,"Jesse Owens Playground: Plaza ,Jesse Owens Playground: Basketball-01 Full Court ,Jesse Owens Playground: Youth-Multipurpose Play Area-01",,,"3,","81,",2022-06-10,10:00:00,2022-06-10,13:30:00
564323.0,love your park pop-up - bronx park east,Parks Department,Special Event,Bronx,Bronx Park: Bronx Park ,,,"11, 12, 6, 7, ","48, ",2021-04-07,14:00:00,2021-04-07,18:00:00
731625.0,cousins softball game,Parks Department,Special Event,Staten Island,"Willowbrook Park: Softball-05 ,Willowbrook Park: BBQ Area 1",,,"02, 2,","122,",2023-09-16,12:00:00,2023-09-16,20:00:00
685544.0,young adult teaching artist residencies- sundays,Parks Department,Special Event,Manhattan,Washington Square Park: Northeast Seating Alcove,,,"2,","6,",2023-08-27,13:00:00,2023-08-27,15:00:00
796575.0,aba sportfest,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Around the Unisphere,,,"81,","110,",2024-08-17,08:00:00,2024-08-17,17:00:00
683557.0,b merry toy giveaway.,Street Activity Permit Office,Plaza Event,Brooklyn,Osborn Street Plaza: Osborn Street Plaza OSBORN STREET between BELMONT AVENUE and SUTTER AVENUE,Full,Pedestrian Plaza,"16,","73,",2022-12-09,16:00:00,2022-12-09,19:00:00
776855.0,3rd annual rockaway dog parade,Parks Department,Special Event,Queens,"Rockaway Beach Boardwalk: Beach 108th Street   ,Rockaway Beach and Boardwalk: Beach 94th Street",,,"14,","100,",2024-09-14,11:00:00,2024-09-14,13:00:00
691573.0,opera essentia,Parks Department,Special Event,Bronx,Crotona Park: Amphitheater,,,"3,","42,",2023-09-22,18:00:00,2023-09-22,19:30:00
582540.0,the comedy of errors,Parks Department,Special Event,Manhattan,Central Park: Summit Rock,,,"64,","22,",2021-10-02,14:00:00,2021-10-02,16:00:00
791762.0,bike safety class - mccarren - july,Parks Department,Special Event,Brooklyn,McCarren Park: Bayard/Union Lawns,,,"1,","94,",2024-07-31,09:00:00,2024-07-31,17:00:00
646894.0,miscellaneous,Parks Department,Special Event,Brooklyn,"P.O. Reinaldo Salgado Playground (PS 309): Football-01 ,P.O. Reinaldo Salgado Playground (PS 309): Madison St. Sitting Area",,,"03, 3,","81,",2022-06-21,09:00:00,2022-06-21,14:00:00
594567.0,bar convent brooklyn,Street Activity Permit Office,Production Event,Brooklyn, NOBLE STREET between FRANKLIN STREET and WEST STREET,Both,Curb Lane Only,"1, ","94, ",2021-08-17,06:00:00,2021-08-18,23:00:00
615858.0,fido coffee bark and bark the herald angels sing raindate,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House South,,,"55,","78,",2022-12-10,08:00:00,2022-12-10,10:00:00
642554.0,miscellaneous,Parks Department,Special Event,Bronx,Burns Playground: Burns Playground,,,"11,","49,",2022-08-10,09:00:00,2022-08-10,17:00:00
574212.0,freedom coalition for education equity,Parks Department,Special Event,Brooklyn,Columbus Park: Borough Hall Steps Area ,,,"2, ","84, ",2021-05-22,12:00:00,2021-05-22,14:00:00
743925.0,sss cpe78 sum24 july,Parks Department,Special Event,Manhattan,Central Park: Lawn North of Levin Playground,,,"64,","22,",2024-07-30,09:00:00,2024-07-30,13:00:00
536564.0,miscellaneous,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Soccer-01B ,,,"06, ","78, ",2021-07-28,11:00:00,2021-07-28,14:00:00
569881.0,miscellaneous,Parks Department,Special Event,Brooklyn,Butterfly Garden: Butterfly Gardens ,,,"7, ","72, ",2021-08-27,11:00:00,2021-08-27,14:00:00
712503.0,greenwich village orchestra summer concert,Parks Department,Special Event,Brooklyn,Prospect Park: CONCERT GROVE PAVILION,,,"55,","78,",2023-07-16,13:30:00,2023-07-16,18:30:00
686837.0,miscellaneous,Parks Department,Special Event,Brooklyn,Gravesend Park: Lawn Area,,,"12,","66,",2023-08-25,10:00:00,2023-08-25,15:00:00
630390.0,new york city cannabis parade and rally,Police Department,Parade,Manhattan,"BROADWAY between WEST   32 STREET and WEST   31 STREET,  BROADWAY between WEST   31 STREET and EAST   17 STREET,  EAST   17 STREET between BROADWAY and UNION SQUARE EAST,  UNION SQUARE EAST between EAST   17 STREET and EAST   15 STREET,  UNION SQUARE EAST between EAST   15 STREET and EAST   14 STREET",Full,Full Street Closure,"2, 5,","13, 14, 9,",2022-05-07,12:30:00,2022-05-07,13:00:00
712240.0,miscellaneous,Parks Department,Special Event,Brooklyn,"Sunset Park: Center Lawn ,Sunset Park: Softball-01",,,"07, 7,","72,",2023-08-14,09:00:00,2023-08-14,17:00:00
714956.0,harlem meer moving and grooving workouts,Parks Department,Special Event,Manhattan,"Central Park: Dana Discovery Center Lawn ,Central Park: Dana Discovery Center Plaza",,,"64,","22,",2023-08-26,10:00:00,2023-08-26,12:00:00
659044.0,shape up nyc: line dancing,Parks Department,Special Event,Brooklyn,"Betsy Head Park: Handball-01 ,Betsy Head Park: Handball-02",,,"16,","73,",2022-08-26,09:00:00,2022-08-26,11:00:00
764076.0,saturday morning zumba at fort tryon,Parks Department,Special Event,Manhattan,Fort Tryon Park: Anne Loftus Playground,,,"12,","34,",2024-08-31,09:00:00,2024-08-31,11:00:00
637994.0,miscellaneous,Parks Department,Special Event,Manhattan,Randall's Island Park: Wards Meadow Fields-Soccer-71,,,"11,","25,",2022-06-01,08:00:00,2022-06-01,13:00:00
633955.0,miscellaneous,Parks Department,Special Event,Brooklyn,"McCarren Park: PO Gilroy Field-Baseball-03 ,McCarren Park: Softball-02 ,McCarren Park: Softball-01",,,"01,","94,",2022-06-08,09:00:00,2022-06-08,14:00:00
619761.0,evangelistic outreach,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Central Plaza/Performance Area,,,"4,","83,",2022-06-18,13:00:00,2022-06-18,17:00:00
577301.0,summer sundays,Parks Department,Special Event,Queens,Travers Park: Performance Area ,,,"3, ","115, ",2021-08-29,18:00:00,2021-08-29,19:00:00
686839.0,bace basketball summer classic,Parks Department,Special Event,Queens,"Roy Wilkins Park: Basketball-01 ,Roy Wilkins Park: Basketball-02",,,"12,","113,",2023-08-12,09:00:00,2023-08-12,18:00:00
798884.0,summer streets,Parks Department,Special Event,Manhattan,A Philip Randolph Square: A Philip Randolph Square Sitting Area,,,"10,","28,",2024-08-17,07:00:00,2024-08-17,15:00:00
738681.0,summer on the hudson all abilities dance,Parks Department,Special Event,Manhattan,West Harlem Piers: North Lawn 133rd Street,,,"9,","26,",2024-08-29,18:00:00,2024-08-29,19:00:00
808085.0,participatory art installation one day in the life of the bronx river,Parks Department,Special Event,Bronx,Starlight Park: Starlight Park,,,"9,","43,",2024-10-18,08:00:00,2024-10-18,19:00:00
694250.0,athens square cultural,Parks Department,Special Event,Queens,Athens Square: Stage Area,,,"1,","114,",2023-08-29,19:00:00,2023-08-29,21:00:00
621693.0,2022 queensboro dance festival,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Around the Unisphere,,,"81,","110,",2022-07-22,18:00:00,2022-07-22,19:30:00
764076.0,saturday morning zumba at fort tryon,Parks Department,Special Event,Manhattan,Fort Tryon Park: Anne Loftus Playground,,,"12,","34,",2024-08-31,09:00:00,2024-08-31,11:00:00
598357.0,yemeni american heritage day,Police Department,Parade,Brooklyn,"COURT STREET between BALTIC STREET and REMSEN STREET,  COURT STREET between BALTIC STREET and REMSEN STREET, 209 JORALEMON STREET, BALTIC STREET between COURT STREET and HOYT STREET",Full,Full Street Closure,"2, 6,","76, 84,",2021-10-02,12:00:00,2021-10-02,14:00:00
536567.0,miscellaneous,Parks Department,Special Event,Brooklyn,Washington Park (MS 51): Soccer-01B ,,,"06, ","78, ",2021-08-05,11:00:00,2021-08-05,14:00:00
808872.0,memorial service,Parks Department,Special Event,Manhattan,The Queen Elizabeth II September 11th Garden: British Garden at Hanover Square,,,"1,","1,",2024-10-30,16:00:00,2024-10-30,17:00:00
623929.0,restart project,Parks Department,Special Event,Manhattan,Fort Washington Park: Little Red Lighthouse Waterfront,,,"12,","33,",2022-06-25,09:00:00,2022-06-25,15:00:00
743166.0,back to school,Parks Department,Special Event,Queens,Baisley Pond Park: BBQ Area Yellow-Baisley,,,"12,","113,",2024-08-17,12:00:00,2024-08-17,16:00:00
793621.0,archery,Parks Department,Special Event,Brooklyn,Owl's Head Park: Lawn Area 67th St & Colonial Road,,,"10,","68,",2024-07-27,11:00:00,2024-07-27,12:00:00
736962.0,dion lee ss24 fashion show,Street Activity Permit Office,Production Event,Manhattan,WEST   18 STREET between 10 AVENUE and 11 AVENUE,North,Curb Lane Only,"4,","10,",2023-09-09,22:00:00,2023-09-09,23:00:00
694408.0,musical performance,Parks Department,Special Event,Brooklyn,Coney Island Beach & Boardwalk: West 21st St Performance Area,,,"13,","60,",2023-09-02,14:00:00,2023-09-02,18:00:00
743986.0,big apple circus,Parks Department,Special Event,Manhattan,"Damrosch Park: Damrosch Park ,Damrosch Park: Sidewalks",,,"7,","20,",2024-01-27,00:00:00,2024-01-27,23:59:00
629467.0,miscellaneous,Parks Department,Special Event,Brooklyn,"Paerdegat Park: Softball-01 ,Paerdegat Park: Baseball-02",,,"17,","67,",2022-06-01,10:00:00,2022-06-01,14:00:00
813029.0,zendesk event at chelsea industrial: 535-551 w. 28th st.,Street Activity Permit Office,Production Event,Manhattan,WEST   28 STREET between 10 AVENUE and 11 AVENUE,North,Curb Lane Only,"4,","10,",2024-10-09,06:00:00,2024-10-09,23:59:00
617173.0,miscellaneous,Parks Department,Special Event,Brooklyn,Gravesend Park: Lawn Area,,,"12,","66,",2022-08-16,10:00:00,2022-08-16,15:00:00
758193.0,it's my park monday - peristyle,Parks Department,Special Event,Brooklyn,Prospect Park: Grecian Shelter/Peristyle Lawn West,,,"55,","78,",2024-09-03,10:00:00,2024-09-03,12:00:00
732071.0,triumph of the human spirit day 2023,Parks Department,Special Event,Manhattan,Thomas Paine Park (Foley Square): Thomas Paine Park (Foley Square),,,"1,","5,",2023-10-22,11:00:00,2023-10-22,14:00:00
545876.0,miscellaneous,Parks Department,Special Event,Manhattan,Matthew P. Sapolin Playground: MPPA ,,,"7, ","20, ",2021-06-07,08:00:00,2021-06-07,12:00:00
712737.0,community resource fair,Parks Department,Special Event,Manhattan,Thomas Paine Park (Foley Square): Thomas Paine Park (Foley Square),,,"1,","5,",2023-09-20,10:00:00,2023-09-20,15:00:00
748671.0,shore road tree lighting,Parks Department,Special Event,Brooklyn,Shore Road Park: 95th St Lawn Area,,,"10,","68,",2023-11-25,17:00:00,2024-01-06,18:00:00
628666.0,miscellaneous,Parks Department,Special Event,Queens,Athens Square: Stage Area,,,"1,","114,",2022-06-23,08:00:00,2022-06-23,12:00:00
589129.0,it's my park holiday clean up,Parks Department,Special Event,Brooklyn,Prospect Park: Boathouse ,,,"55, ","78, ",2021-09-07,10:00:00,2021-09-07,13:00:00
804289.0,2024.09.29 bayswater park coastal cleanup,Parks Department,Special Event,Queens,Bayswater Park: Bayswater Park,,,"14,","101,",2024-09-29,10:00:00,2024-09-29,12:30:00
772748.0,nyrr open run st. mary's park,Parks Department,Special Event,Bronx,St. Mary's Park: St Mary's Playground East,,,"1,","40,",2024-07-27,08:00:00,2024-07-27,11:00:00
551437.0,sss cpe97 spring 21 june,Parks Department,Special Event,Manhattan,Central Park: West 96th Street Landscape ,,,"64, ","22, ",2021-06-25,13:30:00,2021-06-25,17:30:00
810915.0,ps205 trunk or treat,Parks Department,Special Event,Queens,Telephone Playground: Telephone Playground,,,"11,","111,",2024-10-27,11:00:00,2024-10-27,14:00:00
618594.0,spring recycling event,Parks Department,Special Event,Queens,Forest Park: Bandshell Parking Lot,,,"82,","102,",2022-04-03,10:00:00,2022-04-03,14:00:00
703319.0,laurelton memorial day parade,Police Department,Parade,Queens,"MERRICK BOULEVARD between FRANCIS LEWIS BOULEVARD and 225 STREET,  225 STREET between MERRICK BOULEVARD and NORTH CONDUIT AVENUE,  225TH  STREET BETWEEN NO CONDUIT AVENUE AND SOUTH CONDUIT AVENUE between 225TH STREET and NO CONDUIT AVENUE",West,Full Street Closure,"13,","105,",2023-05-29,09:30:00,2023-05-29,13:00:00
601660.0,zumba class,Parks Department,Special Event,Queens,Hunter's Point South Park: Hunter's Point South Park,,,"2,","108,",2021-10-07,18:00:00,2021-10-07,19:00:00
757074.0,the armory hcz canada cups,Parks Department,Special Event,Manhattan,"Randall's Island Park: Hell Gate Fields-Softball-63   ,Randall's Island Park: Hell Gate Fields-Soccer-62 ,Randall's Island Park: Hell Gate Fields-Soccer-61 ,Randall's Island Park: Hell Gate Fields-Soccer-60",,,"11,","25,",2024-08-12,08:00:00,2024-08-12,16:00:00
762283.0,dj - beach part 4,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 94th Street,,,"14,","100,",2024-06-01,13:00:00,2024-06-01,20:00:00
807345.0,miscellaneous,Parks Department,Special Event,Bronx,"Julio Carballo Fields: Picnic Area 1   ,Julio Carballo Fields: Softball-02",,,"02, 2,","41,",2024-12-18,10:00:00,2024-12-18,13:00:00
673846.0,big apple circus,Parks Department,Special Event,Manhattan,"Damrosch Park: Bandshell ,Damrosch Park: Tent Area",,,"7,","20,",2023-01-11,00:00:00,2023-01-11,23:59:00
695017.0,community enhancement day,Parks Department,Special Event,Bronx,Crotona Park: Crotona Park,,,"3,","42,",2023-08-19,11:00:00,2023-08-19,18:00:00
737430.0,zumba fitness class,Parks Department,Special Event,Queens,Travers Park: Performance Area,,,"3,","115,",2023-09-30,19:00:00,2023-09-30,20:00:00
741274.0,seeds to trees is 51 field experience at clove lakes park,Parks Department,Special Event,Staten Island,Clove Lakes Park: Picnic BBQ Clove,,,"1,","120,",2023-10-20,10:00:00,2023-10-20,13:00:00
725685.0,bike safety class - linden - july,Parks Department,Special Event,Brooklyn,Linden Park (Gershwin Park - JHS 166): Multi Purpose Play Area-01,,,"05,","75,",2023-07-28,09:00:00,2023-07-28,17:00:00
782477.0,miscellaneous,Parks Department,Special Event,Brooklyn,D'Eemic Playground: Sitting Area,,,"7,","72,",2024-08-16,08:00:00,2024-08-16,18:00:00
596917.0,big apple circus,Parks Department,Special Event,Manhattan,"Damrosch Park: Damrosch Park ,Damrosch Park: Bandshell ,Damrosch Park: Tent Area ,Damrosch Park: Sidewalks",,,"7,","20,",2022-03-13,00:00:00,2022-03-13,23:59:00
601630.0,outdoor gym for hyde leadership,Parks Department,Special Event,Bronx,Riverdale Park: Riverdale Park,,,"8,","50,",2021-12-23,08:00:00,2021-12-23,14:00:00
634124.0,outdoor service,Parks Department,Special Event,Queens,Alley Pond Park: Upper Alley BBQ Area Orange,,,"11,","111,",2022-05-22,10:00:00,2022-05-22,13:00:00
738681.0,summer on the hudson all abilities dance,Parks Department,Special Event,Manhattan,West Harlem Piers: North Lawn 133rd Street,,,"9,","26,",2024-08-29,18:00:00,2024-08-29,19:00:00
696370.0,cm robert holden disney concert jne 22,Parks Department,Special Event,Queens,Juniper Valley Park: Juniper Playground-Softball-08,,,"05,","104,",2023-06-22,19:00:00,2023-06-22,21:00:00
634387.0,miscellaneous,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: Orchard Beach North Picnic Area A,,,"28,","45,",2022-06-08,09:00:00,2022-06-08,13:00:00
741416.0,oneida and friends,Parks Department,Special Event,Queens,Forest Park: Bandshell and Seating,,,"82,","102,",2024-09-14,14:00:00,2024-09-14,20:00:00
810398.0,2024.10.19 kaiser park coastal cleanup,Parks Department,Special Event,Brooklyn,Kaiser Park: Kaiser Park,,,"13,","60,",2024-10-19,10:00:00,2024-10-19,12:00:00
737430.0,zumba fitness class,Parks Department,Special Event,Queens,Travers Park: Performance Area,,,"3,","115,",2023-09-30,19:00:00,2023-09-30,20:00:00
748210.0,chanukah on the park 2023,Parks Department,Special Event,Queens,Yellowstone Park: Yellowstone Park,,,"6,","112,",2023-12-10,15:30:00,2023-12-15,18:00:00
635201.0,miscellaneous,Parks Department,Special Event,Queens,John Golden Park: John Golden Park,,,"11,","111,",2022-05-11,09:00:00,2022-05-11,14:00:00
696850.0,miscellaneous,Parks Department,Special Event,Brooklyn,"Bill Brown Playground: Soccer-01 ,Bill Brown Playground: Softball-01",,,"15,","61,",2023-08-15,12:00:00,2023-08-15,15:00:00
610609.0,summerstage - metropolitan opera,Parks Department,Special Event,Staten Island,"Clove Lakes Park: Clove Lakes Park (Whole Park)   ,Clove Lakes Park: Baseball-01 ,Clove Lakes Park: Baseball-02 ,Clove Lakes Park: Knoll 01 (Comm) - Clove Picnic Victory Blvd Side ,Clove Lakes Park: Knoll 02 (Chf) - Picnic Playground Side",,,"01, 1,","120,",2022-06-30,18:00:00,2022-06-30,21:00:00
570422.0,steppers performance and dance demo,Parks Department,Special Event,Manhattan,Central Park: Summit Rock ,,,"64, ","22, ",2021-07-31,13:30:00,2021-07-31,18:00:00
762078.0,the history of illusion a trip to the moon,Parks Department,Special Event,Manhattan,Washington Square Park: Garibaldi Plaza,,,"2,","6,",2024-07-27,20:00:00,2024-07-27,22:00:00
801468.0,cuny cross country track permit,Parks Department,Special Event,Bronx,"Van Cortlandt Park: Cross Country Parade Ground Broadway 1   ,Van Cortlandt Park: Cross Country Parade Ground East Side 1",,,"26,","50,",2024-11-03,07:00:00,2024-11-03,14:00:00
586643.0,salsa tuesdays,Parks Department,Special Event,Manhattan,Washington Square Park: Garibaldi Plaza ,,,"2, ","6, ",2021-09-14,18:00:00,2021-09-14,20:00:00
736512.0,miscellaneous,Parks Department,Special Event,Manhattan,Central Park: Heckscher Playground Lawns,,,"64,","22,",2023-10-12,12:00:00,2023-10-12,16:00:00
684361.0,nativity scene,Parks Department,Special Event,Bronx,Bell Tower Park: Bell Tower Park,,,"8,","50,",2023-01-09,09:00:00,2023-01-09,19:00:00
639430.0,tubi newfront,Street Activity Permit Office,Production Event,Manhattan,"WEST   49 STREET between 11 AVENUE and 12 AVENUE,  WEST   48 STREET between 11 AVENUE and 12 AVENUE,  12 AVENUE between WEST   48 STREET and WEST   49 STREET",South,Curb Lane Only,"4,","18,",2022-05-02,16:00:00,2022-05-02,18:00:00
600217.0,creative time (music pagoda),Parks Department,Special Event,Brooklyn,Prospect Park: Music Grove - Music Pagoda,,,"55,","78,",2021-10-09,07:00:00,2021-10-09,19:00:00
625784.0,wwm in the park,Parks Department,Special Event,Queens,Fort Totten Park: Fort Totten Park,,,"7,","109,",2022-06-11,14:00:00,2022-06-11,17:00:00
738459.0,sunday mood house music - amplified sound,Parks Department,Special Event,Brooklyn,Coney Island Beach & Boardwalk: West 21st St Performance Area,,,"13,","60,",2024-08-11,14:00:00,2024-08-11,18:00:00
684316.0,kissena cycling club series 2023,Parks Department,Special Event,Brooklyn,"Prospect Park: 3rd Street Entrance ,Prospect Park: Park Drive - WHOLE DRIVE",,,"55,","78,",2023-09-30,06:00:00,2023-09-30,08:00:00
712243.0,miscellaneous,Parks Department,Special Event,Brooklyn,"D'Eemic Playground: Sitting Area ,D'Eemic Playground: Basketball-01",,,"07, 7,","72,",2023-08-15,09:00:00,2023-08-15,17:00:00
798204.0,miscellaneous,Parks Department,Special Event,Brooklyn,Seth Low Playground: Multi Purpose Play Area 02,,,"11,","62,",2024-12-23,09:00:00,2024-12-23,14:00:00
610154.0,miscellaneous,Parks Department,Special Event,Bronx,"Pelham Bay Park and Orchard Beach: South Picnic Area 01 ,Pelham Bay Park and Orchard Beach: South Picnic Area 02",,,"28,","45,",2022-05-24,09:00:00,2022-05-24,13:00:00
743843.0,miscellaneous,Parks Department,Special Event,Queens,"Juniper Valley Park: Softball-02   ,Juniper Valley Park: Softball-03",,,"05,","104,",2024-05-28,08:00:00,2024-05-28,13:00:00
717512.0,miscellaneous,Parks Department,Special Event,Brooklyn,Marine Park: Softball-10,,,"18,","63,",2023-08-08,09:00:00,2023-08-08,17:00:00
545812.0,miscellaneous,Parks Department,Special Event,Manhattan,William McCray Playground: Basketball-01 ,,,"10, ","32, ",2021-06-23,08:00:00,2021-06-23,12:00:00
